	Тип библиотеки	Электронный каталог	Изба-читальня	Дата открытия	Размер фонда	Уверенность в фонде
1904	универсальная	opac.nekrasovka.ru/vmk/				
1905	универсальная	opac.nekrasovka.ru/vmk/				
1906	универсальная	opac.nekrasovka.ru/vmk/				
1907	универсальная	opac.nekrasovka.ru/vmk/			48000	1
1908	универсальная	opac.nekrasovka.ru/vmk/			46000	1
1909	универсальная	opac.nekrasovka.ru/vmk/	0		76000	1
1910	универсальная	opac.nekrasovka.ru/vmk/		1969		
1911	универсальная	opac.nekrasovka.ru/vmk/		28 августа 2009		
1912	универсальная	opac.nekrasovka.ru/vmk/				
1913	универсальная	opac.nekrasovka.ru/vmk/		1956		
1914	универсальная	opac.nekrasovka.ru/vmk/			19000	1
1915	универсальная	opac.nekrasovka.ru/vmk/		1987		
1916	универсальная	opac.nekrasovka.ru/vmk/				
1917	универсальная	opac.nekrasovka.ru/vmk/			30000	1
1918	универсальная	opac.nekrasovka.ru/vmk/		1965		
1919	универсальная	opac.nekrasovka.ru/vmk/				
1920	универсальная	opac.nekrasovka.ru/vmk/				
1921	универсальная	opac.nekrasovka.ru/vmk/				
1922	универсальная	opac.nekrasovka.ru/vmk/			43000	1
1923	универсальная	opac.nekrasovka.ru/vmk/				
1924	универсальная	opac.nekrasovka.ru/vmk/			37000	1
1925	универсальная	opac.nekrasovka.ru/vmk/		марта 2015		
1926	универсальная	opac.nekrasovka.ru/vmk/		3 февраля 1931		
1927						
1928	универсальная	opac.nekrasovka.ru/vmk/				
1929						
1930						
1931	универсальная	opac.nekrasovka.ru/vmk/		1945		
1932						
1933						
1934	универсальная	opac.nekrasovka.ru/vmk/				
1935						
1936						
1937						
1938						
1939						
1940						
1941						
1942						
1943						
1944						
1945						
1946						
1947						
1948						
1949						
1950						
1951						
1952						
1953						
1954						
1955						
1956				1955		
1957						
1958						
1959						
1960						
1961					40520	1
1962				1935	583	1
1963						
1964						
1965						
1966						
1967						
1968						
1969						
1970						
1971						
1972						
1973						
1974						
1975						
1976						
1977						
1978						
1979						
1980						
1981						
1982			0			
1983						
1984					66000	0
1985			0			
1986						
1987			0	1941		
1988						
1989				1953		
1990				13 марта 1992		
1991						
1992						
1993						
1994						
1995						
1996						
1997						
1998	универсальная	opac.nekrasovka.ru/vmk/				
1999	универсальная	opac.nekrasovka.ru/vmk/				
2000				1947	3773	1
2001			0	1943	7000	1
2002			0	1920		
2003					239020	1
2004			0	1930	7000	1
2005			0	1931	5000	1
2006	универсальная	opac.nekrasovka.ru/vmk/				
2007						
2008						
2009			0	12 июня 1914		
2010						
2011						
2012						
2013					143000	1
2014						
2015						
2016						
2017					164000	1
2018						
2019				1922	102425	1
2020				1954	60248	1
2021						
2022						
2023						
2024						
2025						
2026			0	1938		
2027	универсальная	opac.nekrasovka.ru/vmk/				
2028				12 апрель 1921	204214	0
2029					31270	1
2030						
2031						
2032				30 июля 1957	80000	1
2033						
2034				2004	42037	1
2035			0	1943	6270	1
2036			0		3	0
2037			0		6	0
2038	универсальная	opac.nekrasovka.ru/vmk/		1919		
2039	универсальная	opac.nekrasovka.ru/vmk/				
2040						
2041						
2042						
2043						
2044						
2045						
2046	универсальная	opac.nekrasovka.ru/vmk/			35000000	1
2047			0			
2048					8026	1
2049				сентябре 1905		
2050			0			
2051					16890	1
2052				5 февраля 1979	10710	1
2053						
2054						
2055						
2056						
2057						
2058						
2059				1954	57796	1
2060				1953	60810	1
2061						
2062					60000	1
2063						
2064			0	1930		
2065					6560	1
2066				1952	4350	1
2067			0	1930		
2068			0			
2069				1 октября 1970	4667	1
2070					3300	0
2071						
2072			0	1954	65000	1
2073				1934		
2074			0	1943	8618	1
2075			0		5000	1
2076						
2077			0	1946	8250	0
2078					10763	1
2079					12000	1
2080						
2081						
2082			0			
2083						
2084						
2085						
2086						
2087						
2088						
2089						
2090						
2091						
2092						
2093						
2094						
2095						
2096						
2097						
2098						
2099						
2100				1952		
2101						
2102					9158	1
2103				1955	14428	1
2104						
2105						
2106						
2107						
2108						
2109						
2110						
2111						
2112						
2113						
2114				1938		
2115				1919		
2116				1927	191552	1
2117					23000000	1
2118						
2119						
2120						
2121						
2122						
2123			0			
2124						
2125						
2126						
2127						
2128						
2129						
2130						
2131						
2132						
2133						
2134						
2135						
2136						
2137						
2138						
2139						
2140						
2141						
2142						
2143					8500	0
2144						
2145						
2146						
2147						
2148						
2149						
2150				1986	19700	0
2151				1962	95300	0
2152						
2153						
2154						
2155						
2156						
2157						
2158						
2159				1995		
2160						
2161						
2162				1 октябрь 1955		
2163					10000	1
2164					11000	1
2165				1936	6000	1
2166				1951		
2167						
2168				1942	6000	1
2169						
2170						
2171					65000	1
2172				1946	11000	1
2173				13 октября 1942		
2174					13000	1
2175						
2176					30748	1
2177			0			
2178						
2179						
2180				1967		
2181					14000	1
2182				6 мая 1966		
2183				2008		
2184				1949		
2185						
2186						
2187						
2188						
2189						
2190						
2191				1948		
2192						
2193						
2194						
2195				11 января 1988	63000	1
2196				1952		
2197					60000	1
2198					50000	1
2199				1968		
2200					70000	1
2201					50000	1
2202				1955		
2203				1955	113000	1
2204					108000	1
2205					80000	0
2206						
2207						
2208						
2209				1935		
2210				1947		
2211						
2212						
2213						
2214						
2215						
2216						
2217						
2218						
2219						
2220						
2221						
2222						
2223						
2224						
2225						
2226						
2227						
2228						
2229						
2230						
2231						
2232						
2233						
2234						
2235						
2236						
2237						
2238						
2239						
2240						
2241						
2242						
2243						
2244						
2245						
2246						
2247						
2248						
2249						
2250			0			
2251						
2252						
2253						
2254						
2255						
2256						
2257						
2258						
2259						
2260						
2261						
2262						
2263						
2264						
2265						
2266						
2267						
2268						
2269						
2270						
2271						
2272						
2273						
2274						
2275						
2276						
2277					21343	1
2278						
2279						
2280					20000	1
2281			0		4000	1
2282				1937		
2283			0	1934		
2284						
2285						
2286						
2287						
2288						
2289						
2290						
2291						
2292						
2293						
2294						
2295						
2296				март 1945		
2297						
2298						
2299						
2300					6000	1
2301						
2302						
2303					96000	1
2304					59000	1
2305						
2306			0	октябре 2011	7878	1
2307				1936		
2308					40000	1
2309				1953	22500	1
2310					285000	1
2311						
2312						
2313						
2314						
2315						
2316						
2317						
2318						
2319						
2320						
2321						
2322						
2323						
2324						
2325						
2326						
2327						
2328						
2329						
2330						
2331						
2332						
2333						
2334						
2335						
2336						
2337						
2338						
2339						
2340						
2341						
2342						
2343						
2344						
2345						
2346						
2347						
2348						
2349						
2350						
2351						
2352						
2353						
2354						
2355						
2356						
2357						
2358						
2359						
2360						
2361						
2362						
2363						
2364						
2365						
2366						
2367						
2368						
2369						
2370						
2371						
2372						
2373						
2374						
2375						
2376						
2377						
2378						
2379						
2380						
2381						
2382						
2383						
2384						
2385						
2386						
2387						
2388						
2389						
2390						
2391						
2392						
2393						
2394						
2395						
2396						
2397						
2398						
2399						
2400						
2401						
2402						
2403						
2404						
2405						
2406						
2407						
2408						
2409						
2410						
2411						
2412						
2413						
2414						
2415						
2416						
2417						
2418						
2419						
2420						
2421						
2422						
2423						
2424						
2425						
2426						
2427						
2428						
2429						
2430						
2431						
2432						
2433						
2434						
2435						
2436						
2437						
2438						
2439						
2440						
2441						
2442					4697	1
2443			0	1953	3718	1
2444				1952	3597	1
2445				1968	3412	1
2446				1951	7655	1
2447				1935		
2448			0	1950	4620	1
2449				1965	5084	1
2450				1952	2706	1
2451				1959	16474	1
2452				1935	3770	1
2453				1960	5124	1
2454						
2455						
2456						
2457						
2458						
2459						
2460						
2461						
2462						
2463						
2464						
2465						
2466						
2467						
2468						
2469						
2470						
2471						
2472						
2473						
2474						
2475						
2476						
2477					9000	1
2478					5700	1
2479				2014		
2480				1931	13000	1
2481						
2482					12000	1
2483					14000	1
2484				1956	12860	1
2485				1936	115000	1
2486			0	1922	200	1
2487						
2488				1970	7000	1
2489				1974		
2490				1927	13000	1
2491						
2492				1976		
2493			0			
2494			0		9500	1
2495				1985	1967	1
2496				1954	2000	1
2497				1965	4000	1
2498				1969		
2499			0	1921		
2500			0	1936		
2501			0	1946		
2502					22246	1
2503						
2504					6000	1
2505						
2506				1930		
2507						
2508						
2509					9000	1
2510					6460	1
2511						
2512						
2513						
2514			0	1900		
2515						
2516				1952		
2517						
2518			0	1900	21000	1
2519			0		15000	0
2520					12000	1
2521						
2522				1976		
2523					66900	1
2524			0	1999	33000	1
2525					3457	1
2526					2347	1
2527					9	0
2528						
2529						
2530						
2531						
2532						
2533						
2534						
2535						
2536						
2537						
2538						
2539						
2540						
2541					8000	1
2542			0	1933	8000	1
2543						
2544						
2545						
2546				1974		
2547						
2548				1973		
2549						
2550				1944		
2551						
2552				1980	2675	1
2553					10000	1
2554			0	1920		
2555						
2556					11000	1
2557					15000	1
2558						
2559						
2560					6817	1
2561						
2562					8000	1
2563					9500	1
2564				1970		
2565				1945	9000000	1
2566						
2567						
2568						
2569						
2570						
2571						
2572					9615	1
2573			0		100	1
2574					10000	1
2575					7947	1
2576				1921		
2577			0			
2578				1949		
2579			0	августа 1948	8430	1
2580						
2581						
2582				2003	11345	1
2583						
2584					9347	1
2585					24314	1
2586						
2587			0	1952	5000	1
2588			0	1954	6933	1
2589			0	1926		
2590				декабре 2013		
2591				1953		
2592			0	ноябре 2014		
2593				1905	7500	1
2594			0	1902		
2595			0		4213	1
2596			0		7800	1
2597			0	1934		
2598			0	1955	10000	1
2599						
2600				1943		
2601			0		8000	1
2602						
2603						
2604						
2605						
2606				2 ноября 1954		
2607				1914		
2608				1969	9687	1
2609			1	1929	300	1
2610						
2611				1947	9501	1
2612					9797	1
2613				1943	12839	1
2614			1	1946	8126	1
2615				1980	12	0
2616			1		11618	1
2617						
2618				1943		
2619			1	1947		
2620				1936		
2621					402000	1
2622						
2623						
2624						
2625						
2626				1945	7254	1
2627					31366	1
2628					21330	1
2629					23922	1
2630						
2631					30000	1
2632					8700	1
2633						
2634				сентябре 1960		
2635						
2636				23 сентября 1970	3100	1
2637				1950		
2638				1941		
2639				3 июня 1953		
2640				1 апреля 1952	3600	1
2641				1911	10079	1
2642					9739	1
2643						
2644					22911	1
2645				24 ноября 1934	55486	1
2646				2007	14538	1
2647					21289	1
2648					250000	1
2649						
2650				1930		
2651					27000	1
2652					44600	1
2653				1980	5473	1
2654				1968		
2655						
2656						
2657				1903	35000	0
2658						
2659						
2660						
2661				1950	14603	1
2662						
2663				1947		
2664						
2665				марте 1955		
2666			0	1934	36000	1
2667					12000	1
2668			0		120000	1
2669						
2670				июня 1950	39337	1
2671					14140	1
2672			0		2873	1
2673				1958		
2674						
2675					25307	1
2676						
2677						
2678						
2679						
2680				1921		
2681						
2682					33682	1
2683					50000	1
2684						
2685						
2686			0	1903		
2687						
2688						
2689						
2690						
2691						
2692				1935		
2693						
2694						
2695						
2696				7 августа 1959	113000	0
2697						
2698						
2699				1923		
2700						
2701						
2702						
2703						
2704					10759	0
2705			0		20562	1
2706						
2707					4000	1
2708						
2709						
2710				1948		
2711				1981	9000	1
2712					15000	1
2713				октябре 1966	37000	1
2714				1902		
2715						
2716					10000	0
2717				1972	11187	1
2718				1958	6600	1
2719			0		150	1
